,id,date,store_nbr,family,sales,onpromotion
547074,547074,2013-11-04 00:00:00,1,AUTOMOTIVE,5.0,0
548856,548856,2013-11-05 00:00:00,1,AUTOMOTIVE,1.0,0
550638,550638,2013-11-06 00:00:00,1,AUTOMOTIVE,3.0,0
552420,552420,2013-11-07 00:00:00,1,AUTOMOTIVE,2.0,0
554202,554202,2013-11-08 00:00:00,1,AUTOMOTIVE,5.0,0
555984,555984,2013-11-09 00:00:00,1,AUTOMOTIVE,2.0,0
557766,557766,2013-11-10 00:00:00,1,AUTOMOTIVE,1.0,0
559548,559548,2013-11-11 00:00:00,1,AUTOMOTIVE,0.0,0
561330,561330,2013-11-12 00:00:00,1,AUTOMOTIVE,1.0,0
563112,563112,2013-11-13 00:00:00,1,AUTOMOTIVE,3.0,0
564894,564894,2013-11-14 00:00:00,1,AUTOMOTIVE,1.0,0
566676,566676,2013-11-15 00:00:00,1,AUTOMOTIVE,4.0,0
568458,568458,2013-11-16 00:00:00,1,AUTOMOTIVE,1.0,0
570240,570240,2013-11-17 00:00:00,1,AUTOMOTIVE,0.0,0
572022,572022,2013-11-18 00:00:00,1,AUTOMOTIVE,1.0,0
573804,573804,2013-11-19 00:00:00,1,AUTOMOTIVE,4.0,0
575586,575586,2013-11-20 00:00:00,1,AUTOMOTIVE,6.0,0
577368,577368,2013-11-21 00:00:00,1,AUTOMOTIVE,3.0,0
579150,579150,2013-11-22 00:00:00,1,AUTOMOTIVE,2.0,0
580932,580932,2013-11-23 00:00:00,1,AUTOMOTIVE,2.0,0
582714,582714,2013-11-24 00:00:00,1,AUTOMOTIVE,0.0,0
584496,584496,2013-11-25 00:00:00,1,AUTOMOTIVE,1.0,0
586278,586278,2013-11-26 00:00:00,1,AUTOMOTIVE,2.0,0
588060,588060,2013-11-27 00:00:00,1,AUTOMOTIVE,2.0,0
589842,589842,2013-11-28 00:00:00,1,AUTOMOTIVE,1.0,0
591624,591624,2013-11-29 00:00:00,1,AUTOMOTIVE,1.0,0
593406,593406,2013-11-30 00:00:00,1,AUTOMOTIVE,0.0,0
595188,595188,2013-12-01 00:00:00,1,AUTOMOTIVE,0.0,0
596970,596970,2013-12-02 00:00:00,1,AUTOMOTIVE,3.0,0
598752,598752,2013-12-03 00:00:00,1,AUTOMOTIVE,2.0,0
600534,600534,2013-12-04 00:00:00,1,AUTOMOTIVE,1.0,0
602316,602316,2013-12-05 00:00:00,1,AUTOMOTIVE,0.0,0
604098,604098,2013-12-06 00:00:00,1,AUTOMOTIVE,2.0,0
605880,605880,2013-12-07 00:00:00,1,AUTOMOTIVE,2.0,0
607662,607662,2013-12-08 00:00:00,1,AUTOMOTIVE,0.0,0
609444,609444,2013-12-09 00:00:00,1,AUTOMOTIVE,3.0,0
611226,611226,2013-12-10 00:00:00,1,AUTOMOTIVE,3.0,0
613008,613008,2013-12-11 00:00:00,1,AUTOMOTIVE,4.0,0
614790,614790,2013-12-12 00:00:00,1,AUTOMOTIVE,2.0,0
616572,616572,2013-12-13 00:00:00,1,AUTOMOTIVE,3.0,0
618354,618354,2013-12-14 00:00:00,1,AUTOMOTIVE,0.0,0
620136,620136,2013-12-15 00:00:00,1,AUTOMOTIVE,0.0,0
621918,621918,2013-12-16 00:00:00,1,AUTOMOTIVE,1.0,0
623700,623700,2013-12-17 00:00:00,1,AUTOMOTIVE,3.0,0
625482,625482,2013-12-18 00:00:00,1,AUTOMOTIVE,1.0,0
627264,627264,2013-12-19 00:00:00,1,AUTOMOTIVE,0.0,0
629046,629046,2013-12-20 00:00:00,1,AUTOMOTIVE,5.0,0
630828,630828,2013-12-21 00:00:00,1,AUTOMOTIVE,5.0,0
632610,632610,2013-12-22 00:00:00,1,AUTOMOTIVE,0.0,0
634392,634392,2013-12-23 00:00:00,1,AUTOMOTIVE,1.0,0
636174,636174,2013-12-24 00:00:00,1,AUTOMOTIVE,1.0,0
637956,637956,2013-12-26 00:00:00,1,AUTOMOTIVE,2.0,0
639738,639738,2013-12-27 00:00:00,1,AUTOMOTIVE,6.0,0
641520,641520,2013-12-28 00:00:00,1,AUTOMOTIVE,4.0,0
643302,643302,2013-12-29 00:00:00,1,AUTOMOTIVE,0.0,0
645084,645084,2013-12-30 00:00:00,1,AUTOMOTIVE,1.0,0
646866,646866,2013-12-31 00:00:00,1,AUTOMOTIVE,2.0,0
648648,648648,2014-01-01 00:00:00,1,AUTOMOTIVE,0.0,0
650430,650430,2014-01-02 00:00:00,1,AUTOMOTIVE,3.0,0
652212,652212,2014-01-03 00:00:00,1,AUTOMOTIVE,0.0,0
653994,653994,2014-01-04 00:00:00,1,AUTOMOTIVE,0.0,0
655776,655776,2014-01-05 00:00:00,1,AUTOMOTIVE,1.0,0
657558,657558,2014-01-06 00:00:00,1,AUTOMOTIVE,6.0,0
659340,659340,2014-01-07 00:00:00,1,AUTOMOTIVE,2.0,0
661122,661122,2014-01-08 00:00:00,1,AUTOMOTIVE,0.0,0
662904,662904,2014-01-09 00:00:00,1,AUTOMOTIVE,2.0,0
664686,664686,2014-01-10 00:00:00,1,AUTOMOTIVE,2.0,0
666468,666468,2014-01-11 00:00:00,1,AUTOMOTIVE,4.0,0
668250,668250,2014-01-12 00:00:00,1,AUTOMOTIVE,2.0,0
670032,670032,2014-01-13 00:00:00,1,AUTOMOTIVE,3.0,0
671814,671814,2014-01-14 00:00:00,1,AUTOMOTIVE,1.0,0
673596,673596,2014-01-15 00:00:00,1,AUTOMOTIVE,2.0,0
675378,675378,2014-01-16 00:00:00,1,AUTOMOTIVE,4.0,0
677160,677160,2014-01-17 00:00:00,1,AUTOMOTIVE,2.0,0
678942,678942,2014-01-18 00:00:00,1,AUTOMOTIVE,4.0,0
680724,680724,2014-01-19 00:00:00,1,AUTOMOTIVE,0.0,0
682506,682506,2014-01-20 00:00:00,1,AUTOMOTIVE,2.0,0
684288,684288,2014-01-21 00:00:00,1,AUTOMOTIVE,9.0,0
686070,686070,2014-01-22 00:00:00,1,AUTOMOTIVE,5.0,0
687852,687852,2014-01-23 00:00:00,1,AUTOMOTIVE,0.0,0
689634,689634,2014-01-24 00:00:00,1,AUTOMOTIVE,4.0,0
691416,691416,2014-01-25 00:00:00,1,AUTOMOTIVE,5.0,0
693198,693198,2014-01-26 00:00:00,1,AUTOMOTIVE,1.0,0
694980,694980,2014-01-27 00:00:00,1,AUTOMOTIVE,1.0,0
696762,696762,2014-01-28 00:00:00,1,AUTOMOTIVE,0.0,0
698544,698544,2014-01-29 00:00:00,1,AUTOMOTIVE,4.0,0
700326,700326,2014-01-30 00:00:00,1,AUTOMOTIVE,2.0,0
702108,702108,2014-01-31 00:00:00,1,AUTOMOTIVE,4.0,0
703890,703890,2014-02-01 00:00:00,1,AUTOMOTIVE,2.0,0
705672,705672,2014-02-02 00:00:00,1,AUTOMOTIVE,2.0,0
707454,707454,2014-02-03 00:00:00,1,AUTOMOTIVE,0.0,0
711018,711018,2014-02-05 00:00:00,1,AUTOMOTIVE,3.0,0
712800,712800,2014-02-06 00:00:00,1,AUTOMOTIVE,1.0,0
714582,714582,2014-02-07 00:00:00,1,AUTOMOTIVE,6.0,0
716364,716364,2014-02-08 00:00:00,1,AUTOMOTIVE,1.0,0
718146,718146,2014-02-09 00:00:00,1,AUTOMOTIVE,1.0,0
719928,719928,2014-02-10 00:00:00,1,AUTOMOTIVE,3.0,0
721710,721710,2014-02-11 00:00:00,1,AUTOMOTIVE,5.0,0
723492,723492,2014-02-12 00:00:00,1,AUTOMOTIVE,2.0,0
725274,725274,2014-02-13 00:00:00,1,AUTOMOTIVE,1.0,0
727056,727056,2014-02-14 00:00:00,1,AUTOMOTIVE,7.0,0
728838,728838,2014-02-15 00:00:00,1,AUTOMOTIVE,5.0,0
730620,730620,2014-02-16 00:00:00,1,AUTOMOTIVE,0.0,0
732402,732402,2014-02-17 00:00:00,1,AUTOMOTIVE,1.0,0
734184,734184,2014-02-18 00:00:00,1,AUTOMOTIVE,7.0,0
735966,735966,2014-02-19 00:00:00,1,AUTOMOTIVE,5.0,0
737748,737748,2014-02-20 00:00:00,1,AUTOMOTIVE,2.0,0
739530,739530,2014-02-21 00:00:00,1,AUTOMOTIVE,1.0,0
741312,741312,2014-02-22 00:00:00,1,AUTOMOTIVE,2.0,0
743094,743094,2014-02-23 00:00:00,1,AUTOMOTIVE,0.0,0
744876,744876,2014-02-24 00:00:00,1,AUTOMOTIVE,3.0,0
746658,746658,2014-02-25 00:00:00,1,AUTOMOTIVE,2.0,0
748440,748440,2014-02-26 00:00:00,1,AUTOMOTIVE,6.0,0
750222,750222,2014-02-27 00:00:00,1,AUTOMOTIVE,0.0,0
752004,752004,2014-02-28 00:00:00,1,AUTOMOTIVE,3.0,0
753786,753786,2014-03-01 00:00:00,1,AUTOMOTIVE,4.0,0
755568,755568,2014-03-02 00:00:00,1,AUTOMOTIVE,1.0,0
757350,757350,2014-03-03 00:00:00,1,AUTOMOTIVE,0.0,0
759132,759132,2014-03-04 00:00:00,1,AUTOMOTIVE,3.0,0
760914,760914,2014-03-05 00:00:00,1,AUTOMOTIVE,3.0,0
762696,762696,2014-03-06 00:00:00,1,AUTOMOTIVE,6.0,0
764478,764478,2014-03-07 00:00:00,1,AUTOMOTIVE,7.0,0
766260,766260,2014-03-08 00:00:00,1,AUTOMOTIVE,3.0,0
768042,768042,2014-03-09 00:00:00,1,AUTOMOTIVE,0.0,0
769824,769824,2014-03-10 00:00:00,1,AUTOMOTIVE,3.0,0
771606,771606,2014-03-11 00:00:00,1,AUTOMOTIVE,8.0,0
773388,773388,2014-03-12 00:00:00,1,AUTOMOTIVE,2.0,0
775170,775170,2014-03-13 00:00:00,1,AUTOMOTIVE,2.0,0
776952,776952,2014-03-14 00:00:00,1,AUTOMOTIVE,1.0,0
778734,778734,2014-03-15 00:00:00,1,AUTOMOTIVE,9.0,0
780516,780516,2014-03-16 00:00:00,1,AUTOMOTIVE,1.0,0
782298,782298,2014-03-17 00:00:00,1,AUTOMOTIVE,6.0,0
784080,784080,2014-03-18 00:00:00,1,AUTOMOTIVE,1.0,0
785862,785862,2014-03-19 00:00:00,1,AUTOMOTIVE,2.0,0
787644,787644,2014-03-20 00:00:00,1,AUTOMOTIVE,1.0,0
789426,789426,2014-03-21 00:00:00,1,AUTOMOTIVE,1.0,0
791208,791208,2014-03-22 00:00:00,1,AUTOMOTIVE,4.0,0
792990,792990,2014-03-23 00:00:00,1,AUTOMOTIVE,0.0,0
794772,794772,2014-03-24 00:00:00,1,AUTOMOTIVE,6.0,0
796554,796554,2014-03-25 00:00:00,1,AUTOMOTIVE,3.0,0
798336,798336,2014-03-26 00:00:00,1,AUTOMOTIVE,3.0,0
800118,800118,2014-03-27 00:00:00,1,AUTOMOTIVE,4.0,0
801900,801900,2014-03-28 00:00:00,1,AUTOMOTIVE,6.0,0
803682,803682,2014-03-29 00:00:00,1,AUTOMOTIVE,3.0,0
805464,805464,2014-03-30 00:00:00,1,AUTOMOTIVE,2.0,0
807246,807246,2014-03-31 00:00:00,1,AUTOMOTIVE,2.0,0
810810,810810,2014-04-02 00:00:00,1,AUTOMOTIVE,6.0,0
812592,812592,2014-04-03 00:00:00,1,AUTOMOTIVE,4.0,0
814374,814374,2014-04-04 00:00:00,1,AUTOMOTIVE,4.0,0
816156,816156,2014-04-05 00:00:00,1,AUTOMOTIVE,4.0,0
817938,817938,2014-04-06 00:00:00,1,AUTOMOTIVE,1.0,0
819720,819720,2014-04-07 00:00:00,1,AUTOMOTIVE,5.0,0
821502,821502,2014-04-08 00:00:00,1,AUTOMOTIVE,2.0,0
823284,823284,2014-04-09 00:00:00,1,AUTOMOTIVE,0.0,0
825066,825066,2014-04-10 00:00:00,1,AUTOMOTIVE,0.0,0
826848,826848,2014-04-11 00:00:00,1,AUTOMOTIVE,1.0,0
828630,828630,2014-04-12 00:00:00,1,AUTOMOTIVE,3.0,0
830412,830412,2014-04-13 00:00:00,1,AUTOMOTIVE,1.0,0
832194,832194,2014-04-14 00:00:00,1,AUTOMOTIVE,6.0,0
833976,833976,2014-04-15 00:00:00,1,AUTOMOTIVE,4.0,0
835758,835758,2014-04-16 00:00:00,1,AUTOMOTIVE,1.0,0
837540,837540,2014-04-17 00:00:00,1,AUTOMOTIVE,1.0,0
839322,839322,2014-04-18 00:00:00,1,AUTOMOTIVE,2.0,0
841104,841104,2014-04-19 00:00:00,1,AUTOMOTIVE,0.0,0
842886,842886,2014-04-20 00:00:00,1,AUTOMOTIVE,0.0,0
844668,844668,2014-04-21 00:00:00,1,AUTOMOTIVE,2.0,0
846450,846450,2014-04-22 00:00:00,1,AUTOMOTIVE,4.0,0
848232,848232,2014-04-23 00:00:00,1,AUTOMOTIVE,1.0,0
850014,850014,2014-04-24 00:00:00,1,AUTOMOTIVE,3.0,0
851796,851796,2014-04-25 00:00:00,1,AUTOMOTIVE,4.0,0
853578,853578,2014-04-26 00:00:00,1,AUTOMOTIVE,2.0,0
855360,855360,2014-04-27 00:00:00,1,AUTOMOTIVE,1.0,0
857142,857142,2014-04-28 00:00:00,1,AUTOMOTIVE,1.0,0
858924,858924,2014-04-29 00:00:00,1,AUTOMOTIVE,2.0,0
860706,860706,2014-04-30 00:00:00,1,AUTOMOTIVE,1.0,0
862488,862488,2014-05-01 00:00:00,1,AUTOMOTIVE,0.0,0
864270,864270,2014-05-02 00:00:00,1,AUTOMOTIVE,5.0,0
866052,866052,2014-05-03 00:00:00,1,AUTOMOTIVE,0.0,0
867834,867834,2014-05-04 00:00:00,1,AUTOMOTIVE,0.0,0
869616,869616,2014-05-05 00:00:00,1,AUTOMOTIVE,0.0,0
871398,871398,2014-05-06 00:00:00,1,AUTOMOTIVE,0.0,0
873180,873180,2014-05-07 00:00:00,1,AUTOMOTIVE,3.0,0
874962,874962,2014-05-08 00:00:00,1,AUTOMOTIVE,7.0,0
876744,876744,2014-05-09 00:00:00,1,AUTOMOTIVE,0.0,0
878526,878526,2014-05-10 00:00:00,1,AUTOMOTIVE,5.0,0
880308,880308,2014-05-11 00:00:00,1,AUTOMOTIVE,1.0,0
882090,882090,2014-05-12 00:00:00,1,AUTOMOTIVE,3.0,0
883872,883872,2014-05-13 00:00:00,1,AUTOMOTIVE,7.0,0
885654,885654,2014-05-14 00:00:00,1,AUTOMOTIVE,0.0,0
887436,887436,2014-05-15 00:00:00,1,AUTOMOTIVE,2.0,0
889218,889218,2014-05-16 00:00:00,1,AUTOMOTIVE,0.0,0
891000,891000,2014-05-17 00:00:00,1,AUTOMOTIVE,2.0,0
892782,892782,2014-05-18 00:00:00,1,AUTOMOTIVE,0.0,0
894564,894564,2014-05-19 00:00:00,1,AUTOMOTIVE,0.0,0
896346,896346,2014-05-20 00:00:00,1,AUTOMOTIVE,3.0,0
898128,898128,2014-05-21 00:00:00,1,AUTOMOTIVE,6.0,0
899910,899910,2014-05-22 00:00:00,1,AUTOMOTIVE,4.0,0
901692,901692,2014-05-23 00:00:00,1,AUTOMOTIVE,4.0,0
903474,903474,2014-05-24 00:00:00,1,AUTOMOTIVE,2.0,0
905256,905256,2014-05-25 00:00:00,1,AUTOMOTIVE,1.0,0
907038,907038,2014-05-26 00:00:00,1,AUTOMOTIVE,1.0,0
908820,908820,2014-05-27 00:00:00,1,AUTOMOTIVE,3.0,0
910602,910602,2014-05-28 00:00:00,1,AUTOMOTIVE,0.0,0
912384,912384,2014-05-29 00:00:00,1,AUTOMOTIVE,2.0,0
914166,914166,2014-05-30 00:00:00,1,AUTOMOTIVE,1.0,0
915948,915948,2014-05-31 00:00:00,1,AUTOMOTIVE,1.0,0
917730,917730,2014-06-01 00:00:00,1,AUTOMOTIVE,0.0,0
919512,919512,2014-06-02 00:00:00,1,AUTOMOTIVE,2.0,0
921294,921294,2014-06-03 00:00:00,1,AUTOMOTIVE,2.0,0
923076,923076,2014-06-04 00:00:00,1,AUTOMOTIVE,0.0,0
924858,924858,2014-06-05 00:00:00,1,AUTOMOTIVE,0.0,0
926640,926640,2014-06-06 00:00:00,1,AUTOMOTIVE,0.0,0
928422,928422,2014-06-07 00:00:00,1,AUTOMOTIVE,0.0,0
930204,930204,2014-06-08 00:00:00,1,AUTOMOTIVE,3.0,0
931986,931986,2014-06-09 00:00:00,1,AUTOMOTIVE,0.0,0
933768,933768,2014-06-10 00:00:00,1,AUTOMOTIVE,1.0,0
935550,935550,2014-06-11 00:00:00,1,AUTOMOTIVE,0.0,0
937332,937332,2014-06-12 00:00:00,1,AUTOMOTIVE,4.0,0
940896,940896,2014-06-14 00:00:00,1,AUTOMOTIVE,0.0,0
942678,942678,2014-06-15 00:00:00,1,AUTOMOTIVE,0.0,0
944460,944460,2014-06-16 00:00:00,1,AUTOMOTIVE,1.0,0
946242,946242,2014-06-17 00:00:00,1,AUTOMOTIVE,2.0,0
948024,948024,2014-06-18 00:00:00,1,AUTOMOTIVE,2.0,0
949806,949806,2014-06-19 00:00:00,1,AUTOMOTIVE,4.0,0
951588,951588,2014-06-20 00:00:00,1,AUTOMOTIVE,1.0,0
953370,953370,2014-06-21 00:00:00,1,AUTOMOTIVE,7.0,0
955152,955152,2014-06-22 00:00:00,1,AUTOMOTIVE,0.0,0
956934,956934,2014-06-23 00:00:00,1,AUTOMOTIVE,1.0,0
958716,958716,2014-06-24 00:00:00,1,AUTOMOTIVE,1.0,0
960498,960498,2014-06-25 00:00:00,1,AUTOMOTIVE,1.0,0
962280,962280,2014-06-26 00:00:00,1,AUTOMOTIVE,5.0,0
964062,964062,2014-06-27 00:00:00,1,AUTOMOTIVE,8.0,0
965844,965844,2014-06-28 00:00:00,1,AUTOMOTIVE,1.0,0
967626,967626,2014-06-29 00:00:00,1,AUTOMOTIVE,4.0,0
969408,969408,2014-06-30 00:00:00,1,AUTOMOTIVE,3.0,0
971190,971190,2014-07-01 00:00:00,1,AUTOMOTIVE,2.0,0
972972,972972,2014-07-02 00:00:00,1,AUTOMOTIVE,1.0,0
974754,974754,2014-07-03 00:00:00,1,AUTOMOTIVE,4.0,0
976536,976536,2014-07-04 00:00:00,1,AUTOMOTIVE,1.0,0
978318,978318,2014-07-05 00:00:00,1,AUTOMOTIVE,8.0,0
980100,980100,2014-07-06 00:00:00,1,AUTOMOTIVE,1.0,0
981882,981882,2014-07-07 00:00:00,1,AUTOMOTIVE,2.0,0
983664,983664,2014-07-08 00:00:00,1,AUTOMOTIVE,4.0,0
985446,985446,2014-07-09 00:00:00,1,AUTOMOTIVE,2.0,0
987228,987228,2014-07-10 00:00:00,1,AUTOMOTIVE,3.0,0
989010,989010,2014-07-11 00:00:00,1,AUTOMOTIVE,3.0,0
990792,990792,2014-07-12 00:00:00,1,AUTOMOTIVE,3.0,0
992574,992574,2014-07-13 00:00:00,1,AUTOMOTIVE,4.0,0
994356,994356,2014-07-14 00:00:00,1,AUTOMOTIVE,4.0,0
996138,996138,2014-07-15 00:00:00,1,AUTOMOTIVE,8.0,0
997920,997920,2014-07-16 00:00:00,1,AUTOMOTIVE,1.0,0
999702,999702,2014-07-17 00:00:00,1,AUTOMOTIVE,5.0,0
1001484,1001484,2014-07-18 00:00:00,1,AUTOMOTIVE,7.0,0
1003266,1003266,2014-07-19 00:00:00,1,AUTOMOTIVE,4.0,0
1005048,1005048,2014-07-20 00:00:00,1,AUTOMOTIVE,3.0,0
1006830,1006830,2014-07-21 00:00:00,1,AUTOMOTIVE,4.0,0
1008612,1008612,2014-07-22 00:00:00,1,AUTOMOTIVE,3.0,0
1010394,1010394,2014-07-23 00:00:00,1,AUTOMOTIVE,2.0,0
1012176,1012176,2014-07-24 00:00:00,1,AUTOMOTIVE,4.0,0
1013958,1013958,2014-07-25 00:00:00,1,AUTOMOTIVE,1.0,0
1015740,1015740,2014-07-26 00:00:00,1,AUTOMOTIVE,9.0,0
1017522,1017522,2014-07-27 00:00:00,1,AUTOMOTIVE,0.0,0
1019304,1019304,2014-07-28 00:00:00,1,AUTOMOTIVE,2.0,0
1021086,1021086,2014-07-29 00:00:00,1,AUTOMOTIVE,5.0,0
1022868,1022868,2014-07-30 00:00:00,1,AUTOMOTIVE,1.0,0
1024650,1024650,2014-07-31 00:00:00,1,AUTOMOTIVE,7.0,0
1026432,1026432,2014-08-01 00:00:00,1,AUTOMOTIVE,3.0,0
1028214,1028214,2014-08-02 00:00:00,1,AUTOMOTIVE,4.0,0
1029996,1029996,2014-08-03 00:00:00,1,AUTOMOTIVE,1.0,0
1031778,1031778,2014-08-04 00:00:00,1,AUTOMOTIVE,2.0,0
1033560,1033560,2014-08-05 00:00:00,1,AUTOMOTIVE,4.0,0
1035342,1035342,2014-08-06 00:00:00,1,AUTOMOTIVE,0.0,0
1037124,1037124,2014-08-07 00:00:00,1,AUTOMOTIVE,2.0,0
1038906,1038906,2014-08-08 00:00:00,1,AUTOMOTIVE,1.0,0
1040688,1040688,2014-08-09 00:00:00,1,AUTOMOTIVE,4.0,0
1042470,1042470,2014-08-10 00:00:00,1,AUTOMOTIVE,0.0,0
1044252,1044252,2014-08-11 00:00:00,1,AUTOMOTIVE,0.0,0
1046034,1046034,2014-08-12 00:00:00,1,AUTOMOTIVE,0.0,0
1047816,1047816,2014-08-13 00:00:00,1,AUTOMOTIVE,3.0,0
1049598,1049598,2014-08-14 00:00:00,1,AUTOMOTIVE,1.0,0
1051380,1051380,2014-08-15 00:00:00,1,AUTOMOTIVE,3.0,0
1053162,1053162,2014-08-16 00:00:00,1,AUTOMOTIVE,0.0,0
1054944,1054944,2014-08-17 00:00:00,1,AUTOMOTIVE,0.0,0
1056726,1056726,2014-08-18 00:00:00,1,AUTOMOTIVE,9.0,0
1058508,1058508,2014-08-19 00:00:00,1,AUTOMOTIVE,2.0,0
1060290,1060290,2014-08-20 00:00:00,1,AUTOMOTIVE,7.0,0
1062072,1062072,2014-08-21 00:00:00,1,AUTOMOTIVE,2.0,0
1063854,1063854,2014-08-22 00:00:00,1,AUTOMOTIVE,2.0,0
1065636,1065636,2014-08-23 00:00:00,1,AUTOMOTIVE,2.0,0
1067418,1067418,2014-08-24 00:00:00,1,AUTOMOTIVE,0.0,0
1069200,1069200,2014-08-25 00:00:00,1,AUTOMOTIVE,5.0,0
1070982,1070982,2014-08-26 00:00:00,1,AUTOMOTIVE,2.0,0
1072764,1072764,2014-08-27 00:00:00,1,AUTOMOTIVE,3.0,0
1074546,1074546,2014-08-28 00:00:00,1,AUTOMOTIVE,0.0,0
1076328,1076328,2014-08-29 00:00:00,1,AUTOMOTIVE,2.0,0
1078110,1078110,2014-08-30 00:00:00,1,AUTOMOTIVE,2.0,0
1079892,1079892,2014-08-31 00:00:00,1,AUTOMOTIVE,2.0,0
1081674,1081674,2014-09-01 00:00:00,1,AUTOMOTIVE,4.0,0
1083456,1083456,2014-09-02 00:00:00,1,AUTOMOTIVE,2.0,0
